name,lat,lon
6059,-10.5342468321715,30.80549238012719
6060,-10.443840008444628,30.805479123579808
6061,-10.353432673862574,30.80546598762413
6062,-10.263024832648634,30.805452972092016
6063,-10.172616489031313,30.80544007681698
6064,-10.082207647244193,30.805427301634165
6065,-9.991798311525969,30.805414646380388
6066,-9.901388486120332,30.805402110894093
6067,-9.810978175276004,30.805389695015357
6068,-9.720567383246632,30.805377398585875
6069,-9.630156114290784,30.80536522144899
6070,-9.539744372671873,30.80535316344965
6071,-9.449332162658145,30.805341224434414
6072,-9.3589194885226,30.805329404251463
6073,-9.268506354543003,30.80531770275057
6074,-9.17809276500178,30.80530611978312
6075,-9.087678724186024,30.80529465520208
6076,-8.9972642363874,30.805283308862016
6077,-8.906849305902162,30.80527208061908
6078,-8.816433937031064,30.805260970331
6079,-8.726018134079329,30.805249977857088
6080,-8.635601901356612,30.805239103058224
6081,-8.545185243176947,30.805228345796856
6082,-8.45476816385871,30.805217705937004
6083,-8.36435066772457,30.80520718334424
6084,-8.273932759101458,30.80519677788568
6085,-8.183514442320488,30.805186489430017
6086,-14.778406251745222,30.900516984482337
6087,-14.688028063651892,30.90049784482669
6088,-14.597649172995528,30.900478835632104
6089,-14.507269583709858,30.900459956645616
6090,-14.41688929973574,30.900441207616247
6091,-14.326508325021065,30.900422588294987
6092,-14.236126663520762,30.90040409843477
6093,-14.145744319196762,30.900385737790486
6094,-14.05536129601792,30.90036750611897
6095,-13.964977597960011,30.900349403179007
6096,-13.874593229005663,30.90033142873127
6097,-13.784208193144336,30.900313582538377
6098,-13.69382249437228,30.90029586436485
6099,-13.603436136692482,30.90027827397713
6100,-13.513049124114636,30.900260811143504
6101,-13.4226614606551,30.9002434756342
6102,-13.332273150336864,30.9002262672213
6103,-13.241884197189489,30.90020918567876
6104,-13.151494605249072,30.9001922307824
6105,-13.06110437855824,30.9001754023099
6106,-12.97071352116604,30.900158700040777
6107,-12.880322037127993,30.900142123756403
6108,-12.789929930505934,30.900125673239994
6109,-12.699537205368092,30.900109348276576
6110,-12.609143865788957,30.900093148652992
6111,-12.51874991584929,30.900077074157924
6112,-12.428355359636072,30.900061124581832
6113,-12.33796020124243,30.900045299717
6114,-12.24756444476766,30.900029599357488
6115,-12.157168094317113,30.900014023299157
6116,-12.066771154002208,30.899998571339623
6117,-11.976373627940378,30.89998324327831
6118,-11.88597552025499,30.89996803891639
6119,-11.79557683507537,30.899952958056797
6120,-11.705177576536707,30.899938000504203
6121,-11.614777748780028,30.899923166065065
6122,-11.524377355952163,30.89990845454755
6123,-11.43397640220571,30.89989386576157
6124,-11.343574891698958,30.89987939951876
6125,-11.253172828595885,30.899865055632493
6126,-11.16277021706608,30.89985083391785
6127,-11.072367061284748,30.899836734191624
6128,-10.981963365432607,30.89982275627231
6129,-10.891559133695909,30.899808899980098
6130,-10.801154370266335,30.899795165136887
6131,-10.71074907934101,30.899781551566253
6132,-10.620343265122411,30.899768059093457
6133,-10.52993693181838,30.899754687545432
6134,-10.439530083642016,30.899741436750784
6135,-10.34912272481168,30.8997283065398
6136,-10.258714859550937,30.8997152967444
6137,-10.16830649208851,30.89970240719817
6138,-10.077897626658242,30.89968963773636
6139,-9.987488267499057,30.899676988195843
6140,-9.897078418854903,30.899664458415145
6141,-9.80666808497472,30.89965204823442
6142,-9.716257270112411,30.89963975749545
6143,-9.625845978526746,30.89962758604165
6144,-9.535434214481398,30.89961553371804
6145,-9.44502198224482,30.89960360037126
6146,-9.35460928609026,30.89959178584957
6147,-9.264196130295687,30.89958009000281
6148,-9.173782519143767,30.899568512682453
6149,-9.083368456921791,30.899557053741532
6150,-8.992953947921672,30.8995457130347
6151,-8.902538996439855,30.899534490418173
6152,-8.81212360677732,30.899523385749763
6153,-8.721707783239498,30.89951239888885
6154,-8.631291530136256,30.89950152969639
6155,-8.540874851781838,30.899490778034917
6156,-8.45045775249482,30.899480143768507
6157,-8.360040236598083,30.89946962676281
6158,-14.774052083645064,30.994774428769947
6159,-14.683673861614004,30.9947552954054
6160,-14.593294937209258,30.994736292489684
6161,-14.502915314364907,30.99471741976993
6162,-14.41253499702214,30.994698676995256
6163,-14.322153989129196,30.99468006391674
6164,-14.231772294641344,30.99466158028741
6165,-14.14138991752084,30.99464322586225
6166,-14.051006861736884,30.99462500039821
6167,-13.960623131265576,30.994606903654127
6168,-13.87023873008987,30.9945889353908
6169,-13.77985366219956,30.99457109537093
6170,-13.68946793159122,30.994553383359133
6171,-13.59908154226816,30.994535799121923
6172,-13.508694498240397,30.994518342427707
6173,-13.41830680352462,30.994501013046783
6174,-13.327918462144114,30.994483810751337
6175,-13.237529478128764,30.9944667353154
6176,-13.147139855515004,30.994449786514892
6177,-13.056749598345736,30.99443296412758
6178,-12.966358710670354,30.99441626793307
6179,-12.875967196544648,30.99439969771283
6180,-12.785575060030794,30.99438325325015
6181,-12.695182305197312,30.994366934330145
6182,-12.604788936118988,30.99435074073976
6183,-12.5143949568769,30.994334672267748
6184,-12.424000371558304,30.994318728704663
6185,-12.333605184256646,30.994302909842883
6186,-12.243209399071503,30.99428721547654
6187,-12.15281302010852,30.994271645401582
6188,-12.06241605147941,30.994256199415734
6189,-11.972018497301894,30.99424087731848
6190,-11.881620361699618,30.99422567891108
6191,-11.7912216488022,30.99421060399656
6192,-11.700822362745114,30.994195652379677
6193,-11.61042250766966,30.99418082386696
6194,-11.52002208772296,30.99416611826667
6195,-11.42962110705786,30.9941515353888
6196,-11.339219569832954,30.99413707504508
6197,-11.248817480212464,30.994122737048947
6198,-11.158414842366282,30.994108521215576
6199,-11.068011660469846,30.994094427361837
6200,-10.977607938704162,30.994080455306303
6201,-10.887203681255745,30.994066604869253
6202,-10.796798892316534,30.994052875872672
6203,-10.706393576083912,30.99403926814021
6204,-10.61598773676062,30.994025781497204
6205,-10.525581378554746,30.99401241577068
6206,-10.43517450567965,30.99399917078932
6207,-10.344767122353945,30.993986046383476
6208,-10.25435923280144,30.993973042385164
6209,-10.163950841251117,30.993960158628056
6210,-10.073541951937052,30.993947394947465
6211,-9.983132569098416,30.99393475118035
6212,-9.892722696979408,30.99392222716532
6213,-9.802312339829191,30.9939098227426
6214,-9.711901501901906,30.99389753775405
6215,-9.62149018745658,30.993885372043174
6216,-9.531078400757098,30.99387332545506
6217,-9.440666146072152,30.99386139783643
6218,-9.350253427675216,30.993849589035616
6219,-9.259840249844489,30.993837898902544
6220,-9.16942661686286,30.99382632728875
6221,-9.07901253301784,30.993814874047363
6222,-8.988598002601567,30.993803539033088
6223,-8.898183029910706,30.99379232210224
6224,-8.807767619246441,30.993781223112705
6225,-8.71735177491443,30.99377024192392
6226,-8.626935501224748,30.99375937839693
6227,-8.536518802491852,30.99374863239435
6228,-14.76965229073804,31.08902724417557
6229,-14.6792740344229,31.08900811716744
6230,-14.588895075925432,31.088989120595784
6231,-14.498515419180066,31.08897025420784
6232,-14.40813506812832,31.088951517752804
6233,-14.317754026718791,31.088932910981857
6234,-14.227372298907088,31.088914433648124
6235,-14.136989888655798,31.088896085506697
6236,-14.04660679993446,31.08887786631459
6237,-13.956223036719503,31.088859775830755
6238,-13.865838602994236,31.088841813816074
6239,-13.77545350274877,31.08882398003335
6240,-13.68506773998,31.08880627424729
6241,-13.59468131869158,31.088788696224498
6242,-13.50429424289384,31.08877124573348
6243,-13.41390651660379,31.088753922544612
6244,-13.323518143845044,31.08873672643018
6245,-13.233129128647809,31.088719657164308
6246,-13.142739475048828,31.08870271452301
6247,-13.052349187091334,31.088685898284115
6248,-12.96195826882501,31.088669208227355
6249,-12.871566724305977,31.088652644134275
6250,-12.781174557596714,31.088636205788244
6251,-12.690781772766035,31.08861989297448
6252,-12.60038837388906,31.088603705480008
6253,-12.509994365047149,31.088587643093668
6254,-12.419599750327864,31.088571705606117
6255,-12.329204533824951,31.088555892809783
6256,-12.238808719638282,31.088540204498937
6257,-12.148412311873813,31.088524640469583
6258,-12.05801531464353,31.088509200519525
6259,-11.967617732065436,31.088493884448354
6260,-11.877219568263508,31.088478692057404
6261,-11.78682082736762,31.088463623149774
6262,-11.696421513513531,31.08844867753034
6263,-11.606021630842834,31.0884338550057
6264,-11.515621183502924,31.08841915538419
6265,-11.42522017564694,31.0884045784759
6266,-11.33481861143373,31.08839012409263
6267,-11.244416495027814,31.08837579204792
6268,-11.154013830599345,31.08836158215701
6269,-11.063610622324031,31.088347494236853
6270,-10.973206874383166,31.088333528106123
6271,-10.882802590963491,31.088319683585176
6272,-10.792397776257246,31.08830596049606
6273,-10.701992434462069,31.088292358662528
6274,-10.611586569780954,31.088278877909996
6275,-10.521180186422251,31.08826551806556
6276,-10.430773288599578,31.08825227895799
6277,-10.340365880531795,31.08823916041773
6278,-10.249957966442972,31.08822616227686
6279,-10.159549550562332,31.08821328436914
6280,-10.069140637124216,31.08820052652996
6281,-9.97873123036802,31.08818788859637
6282,-9.888321334538198,31.088175370407036
6283,-9.797910953884156,31.08816297180228
6284,-9.70750009266028,31.088150692624044
6285,-9.617088755125808,31.08813853271589
6286,-9.526676945544889,31.08812649192301
6287,-9.436264668186434,31.088114570092188
6288,-9.345851927324157,31.08810276707184
6289,-9.255438727236472,31.088091082711973
6290,-9.165025072206507,31.088079516864195
6291,-9.074610966522004,31.08806806938171
6292,-8.984196414475301,31.088056740119317
6293,-8.893781420363297,31.08804552893338
6294,-8.803365988487407,31.08803443568188
6295,-8.712950123153488,31.08802346022434
6296,-8.622533828671836,31.08801260242187
6297,-14.674828596246698,31.18325626343665
6298,-14.584449603312576,31.18323727327421
6299,-14.494069912324251,31.1832184132831
6300,-14.403689527223603,31.183199683212617
6301,-14.313308451959578,31.18318108281403
6302,-14.222926690488112,31.183162611840576
6303,-14.132544246772156,31.18314427004742
6304,-14.042161124781574,31.18312605719168
6305,-13.951777328493144,31.183107973032413
6306,-13.8613928618905,31.1830900173306
6307,-13.771007728964085,31.183072189849103
6308,-13.68062193371115,31.18305449035276
6309,-13.590235480135656,31.18303691860825
6310,-13.49984837224828,31.18301947438417
6311,-13.409460614066338,31.183002157451007
6312,-13.319072209613784,31.182984967581117
